id,food_group_id,name,calories,carbs,protein,fat,fibre
11022,6,"Balsam-pear (bitter gourd), leafy tips, raw",30,3.29,5.3,0.69,0
11023,6,"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",34,6.68,3.6,0.2,1.9
11024,6,"Balsam-pear (bitter gourd), pods, raw",17,3.7,1,0.17,2.8
11025,6,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",19,4.32,0.84,0.18,2
11026,6,"Bamboo shoots, raw",27,5.2,2.6,0.3,2.2
11027,6,"Bamboo shoots, cooked, boiled, drained, without salt",12,1.92,1.53,0.22,1
11028,6,"Bamboo shoots, canned, drained solids",19,3.22,1.72,0.4,1.4
11029,6,"Beans, kidney, mature seeds, sprouted, raw",29,4.1,4.2,0.5,0
11030,6,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",33,4.72,4.83,0.58,0
11031,6,"Lima beans, immature seeds, raw",113,20.17,6.84,0.86,4.9
11032,6,"Lima beans, immature seeds, cooked, boiled, drained, without salt",123,23.64,6.81,0.32,5.4
11033,6,"Lima beans, immature seeds, canned, regular pack, solids and liquids",71,13.33,4.07,0.29,3.6
11037,6,"Lima beans, immature seeds, frozen, fordhook, unprepared",106,19.83,6.4,0.35,5.5
11038,6,"Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained, without salt",103,19.32,6.07,0.34,5.3
11039,6,"Lima beans, immature seeds, frozen, baby, unprepared",132,25.14,7.59,0.44,6
11040,6,"Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, without salt",105,19.45,6.65,0.3,4.8
11043,6,"Mung beans, mature seeds, sprouted, raw",30,5.94,3.04,0.18,1.8
11044,6,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt",21,4.19,2.03,0.09,0.8
11045,6,"Mung beans, mature seeds, sprouted, cooked, stir-fried",50,10.59,4.3,0.21,1.9
11046,6,"Beans, navy, mature seeds, sprouted, raw",67,13.05,6.15,0.7,0
11047,6,"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",78,15.01,7.07,0.81,0
11048,6,"Beans, pinto, immature seeds, frozen, unprepared",170,32.5,9.8,0.5,5.7
11049,6,"Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without salt",162,30.87,9.31,0.48,5.4
11050,6,"Beans, shellie, canned, solids and liquids",30,6.19,1.76,0.19,3.4
11052,6,"Beans, snap, green, raw",31,6.97,1.83,0.22,2.7
11053,6,"Beans, snap, green, cooked, boiled, drained, without salt",35,7.88,1.89,0.28,3.2
11054,6,"Beans, snap, green, canned, regular pack, solids and liquids",15,3.27,0.72,0.17,1.5
11056,6,"Beans, snap, green, canned, regular pack, drained solids",22,4.32,1.12,0.46,1.9
11058,6,"Beans, snap, canned, all styles, seasoned, solids and liquids",16,3.49,0.83,0.2,1.5
11060,6,"Beans, snap, green, frozen, all styles, unprepared",39,7.54,1.79,0.21,2.6
11061,6,"Beans, snap, green, frozen, cooked, boiled, drained without salt",28,6.45,1.49,0.17,3
11062,6,"Beans, snap, green, frozen, all styles, microwaved",40,6.98,1.98,0.41,3.4
11063,6,"Beans, snap, green, microwaved",39,6.41,2.31,0.5,3.4
11080,6,"Beets, raw",43,9.56,1.61,0.17,2.8
11081,6,"Beets, cooked, boiled, drained",44,9.96,1.68,0.18,2
11082,6,"Beets, canned, regular pack, solids and liquids",30,7.14,0.73,0.09,1.2
11084,6,"Beets, canned, drained solids",31,7.21,0.91,0.14,1.8
11086,6,"Beet greens, raw",22,4.33,2.2,0.13,3.7
11087,6,"Beet greens, cooked, boiled, drained, without salt",27,5.46,2.57,0.2,2.9
11088,6,"Broadbeans, immature seeds, raw",72,11.7,5.6,0.6,4.2
11089,6,"Broadbeans, immature seeds, cooked, boiled, drained, without salt",62,10.1,4.8,0.5,3.6
11090,6,"Broccoli, raw",34,6.64,2.82,0.37,2.6
11091,6,"Broccoli, cooked, boiled, drained, without salt",35,7.18,2.38,0.41,3.3
11092,6,"Broccoli, frozen, chopped, unprepared",26,4.78,2.81,0.29,3
11093,6,"Broccoli, frozen, chopped, cooked, boiled, drained, without salt",28,5.35,3.1,0.12,3
11094,6,"Broccoli, frozen, spears, unprepared",29,5.35,3.06,0.34,3
11095,6,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",28,5.36,3.1,0.11,3
11096,6,"Broccoli raab, raw",22,2.85,3.17,0.49,2.7
11097,6,"Broccoli raab, cooked",33,3.12,3.83,0.52,2.8
11098,6,"Brussels sprouts, raw",43,8.95,3.38,0.3,3.8
11099,6,"Brussels sprouts, cooked, boiled, drained, without salt",36,7.1,2.55,0.5,2.6
11100,6,"Brussels sprouts, frozen, unprepared",41,7.86,3.78,0.41,3.8
11101,6,"Brussels sprouts, frozen, cooked, boiled, drained, without salt",42,8.32,3.64,0.39,4.1
11104,6,"Burdock root, raw",72,17.34,1.53,0.15,3.3
11105,6,"Burdock root, cooked, boiled, drained, without salt",88,21.15,2.09,0.14,1.8
11106,6,"Butterbur, (fuki), raw",14,3.61,0.39,0.04,0
11107,6,"Butterbur, cooked, boiled, drained, without salt",8,2.16,0.23,0.02,0
11108,6,"Butterbur, canned",3,0.38,0.11,0.13,0
11109,6,"Cabbage, raw",25,5.8,1.28,0.1,2.5
11110,6,"Cabbage, cooked, boiled, drained, without salt",23,5.51,1.27,0.06,1.9
11112,6,"Cabbage, red, raw",31,7.37,1.43,0.16,2.1
11113,6,"Cabbage, red, cooked, boiled, drained, without salt",29,6.94,1.51,0.09,2.6
11114,6,"Cabbage, savoy, raw",27,6.1,2,0.1,3.1
11115,6,"Cabbage, savoy, cooked, boiled, drained, without salt",24,5.41,1.8,0.09,2.8
11116,6,"Cabbage, chinese (pak-choi), raw",13,2.18,1.5,0.2,1
11117,6,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",12,1.78,1.56,0.16,1
11118,6,"Cabbage, kimchi",15,2.4,1.1,0.5,1.6
11119,6,"Cabbage, chinese (pe-tsai), raw",16,3.23,1.2,0.2,1.2
11120,6,"Cabbage, chinese (pe-tsai), cooked, boiled, drained, without salt",14,2.41,1.5,0.17,1.7
11122,6,"Cardoon, raw",17,4.07,0.7,0.1,1.6
11123,6,"Cardoon, cooked, boiled, drained, without salt",22,5.33,0.76,0.11,1.7
11124,6,"Carrots, raw",41,9.58,0.93,0.24,2.8
11125,6,"Carrots, cooked, boiled, drained, without salt",35,8.22,0.76,0.18,3
11126,6,"Carrots, canned, regular pack, solids and liquids",23,5.37,0.58,0.14,1.8
11128,6,"Carrots, canned, regular pack, drained solids",25,5.54,0.64,0.19,1.5
11130,6,"Carrots, frozen, unprepared",36,7.9,0.78,0.46,3.3
11131,6,"Carrots, frozen, cooked, boiled, drained, without salt",37,7.73,0.58,0.68,3.3
11134,6,"Cassava, raw",160,38.06,1.36,0.28,1.8
11135,6,"Cauliflower, raw",25,4.97,1.92,0.28,2
11136,6,"Cauliflower, cooked, boiled, drained, without salt",23,4.11,1.84,0.45,2.3
11137,6,"Cauliflower, frozen, unprepared",24,4.68,2.01,0.27,2.3
11138,6,"Cauliflower, frozen, cooked, boiled, drained, without salt",19,3.75,1.61,0.22,2.7
11141,6,"Celeriac, raw",42,9.2,1.5,0.3,1.8
11142,6,"Celeriac, cooked, boiled, drained, without salt",27,5.9,0.96,0.19,1.2
11143,6,"Celery, raw",16,2.97,0.69,0.17,1.6
11144,6,"Celery, cooked, boiled, drained, without salt",18,4,0.83,0.16,1.6
11145,6,"Celtuce, raw",18,3.65,0.85,0.3,1.7
11147,6,"Chard, swiss, raw",19,3.74,1.8,0.2,1.6
11148,6,"Chard, swiss, cooked, boiled, drained, without salt",20,4.13,1.88,0.08,2.1
11149,6,"Chayote, fruit, raw",19,4.51,0.82,0.13,1.7
11150,6,"Chayote, fruit, cooked, boiled, drained, without salt",24,5.09,0.62,0.48,2.8
11151,6,"Chicory, witloof, raw",17,4,0.9,0.1,3.1
11152,6,"Chicory greens, raw",23,4.7,1.7,0.3,4
11154,6,"Chicory roots, raw",72,17.51,1.4,0.2,1.5
11156,6,"Chives, raw",30,4.35,3.27,0.73,2.5
11157,6,"Chrysanthemum, garland, raw",24,3.02,3.36,0.56,3
11158,6,"Chrysanthemum, garland, cooked, boiled, drained, without salt",20,4.31,1.64,0.09,2.3
11161,6,"Collards, raw",32,5.42,3.02,0.61,4
11162,6,"Collards, cooked, boiled, drained, without salt",33,5.65,2.71,0.72,4
11163,6,"Collards, frozen, chopped, unprepared",33,6.46,2.69,0.37,3.6
11164,6,"Collards, frozen, chopped, cooked, boiled, drained, without salt",36,7.1,2.97,0.41,2.8
11165,6,"Coriander (cilantro) leaves, raw",23,3.67,2.13,0.52,2.8
11167,6,"Corn, sweet, yellow, raw",86,18.7,3.27,1.35,2
11168,6,"Corn, sweet, yellow, cooked, boiled, drained, without salt",96,20.98,3.41,1.5,2.4
11170,6,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",61,13.86,1.95,0.77,1.7
11172,6,"Corn, sweet, yellow, canned, whole kernel, drained solids",67,14.34,2.29,1.22,2
11174,6,"Corn, sweet, yellow, canned, cream style, regular pack",72,18.13,1.74,0.42,1.2
11176,6,"Corn, sweet, yellow, canned, vacuum pack, regular pack",79,19.44,2.41,0.5,2
11177,6,"Corn, sweet, yellow, canned, drained solids, rinsed with tap water",74,13.02,2.18,1.43,1.7
11178,6,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",88,20.71,3.02,0.78,2.1
11179,6,"Corn, sweet, yellow, frozen, kernels cut off cob, boiled, drained, without salt",81,19.3,2.55,0.67,2.4
11180,6,"Corn, sweet, yellow, frozen, kernels on cob, unprepared",98,23.5,3.28,0.78,2.8
11181,6,"Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained, without salt",94,22.33,3.11,0.74,2.8
11182,6,"Corn, yellow, whole kernel, frozen, microwaved",131,25.87,3.62,1.42,2.6
11184,6,"Corn with red and green peppers, canned, solids and liquids",75,18.17,2.33,0.55,0
11190,6,"Cornsalad, raw",21,3.6,2,0.4,0
11191,6,"Cowpeas (blackeyes), immature seeds, raw",90,18.83,2.95,0.35,5
11192,6,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt",97,20.32,3.17,0.38,5
11195,6,"Cowpeas (blackeyes), immature seeds, frozen, unprepared",139,25.13,8.98,0.7,5
11196,6,"Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt",132,23.76,8.49,0.66,6.4
11197,6,"Cowpeas, young pods with seeds, raw",44,9.5,3.3,0.3,3.3
11198,6,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",34,7,2.6,0.3,0
11199,6,"Yardlong bean, raw",47,8.35,2.8,0.4,0
11200,6,"Yardlong bean, cooked, boiled, drained, without salt",47,9.18,2.53,0.1,0
11201,6,"Cowpeas, leafy tips, raw",29,4.82,4.1,0.25,0
11202,6,"Cowpeas, leafy tips, cooked, boiled, drained, without salt",22,2.8,4.67,0.1,0
11203,6,"Cress, garden, raw",32,5.5,2.6,0.7,1.1
11204,6,"Cress, garden, cooked, boiled, drained, without salt",23,3.8,1.9,0.6,0.7
11205,6,"Cucumber, with peel, raw",15,3.63,0.65,0.11,0.5
11206,6,"Cucumber, peeled, raw",12,2.16,0.59,0.16,0.7
11207,6,"Dandelion greens, raw",45,9.2,2.7,0.7,3.5
11208,6,"Dandelion greens, cooked, boiled, drained, without salt",33,6.4,2,0.6,2.9
11209,6,"Eggplant, raw",25,5.88,0.98,0.18,3
11210,6,"Eggplant, cooked, boiled, drained, without salt",35,8.73,0.83,0.23,2.5
11211,6,"Edamame, frozen, unprepared",109,7.61,11.22,4.73,4.8
11212,6,"Edamame, frozen, prepared",121,8.91,11.91,5.2,5.2
11213,6,"Endive, raw",17,3.35,1.25,0.2,3.1
11214,6,"Escarole, cooked, boiled, drained, no salt added",19,3.07,1.15,0.18,2.8
11215,6,"Garlic, raw",149,33.06,6.36,0.5,2.1
11216,6,"Ginger root, raw",80,17.77,1.82,0.75,2
11218,6,"Gourd, white-flowered (calabash), raw",14,3.39,0.62,0.02,0.5
11219,6,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",15,3.69,0.6,0.02,1.2
11220,6,"Gourd, dishcloth (towelgourd), raw",20,4.35,1.2,0.2,1.1
11221,6,"Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt",56,14.34,0.66,0.34,2.9
11222,6,"Drumstick leaves, raw",64,8.28,9.4,1.4,2
11223,6,"Drumstick leaves, cooked, boiled, drained, without salt",60,11.15,5.27,0.93,2
11224,6,"Hyacinth-beans, immature seeds, raw",46,9.19,2.1,0.2,3.3
11225,6,"Hyacinth-beans, immature seeds, cooked, boiled, drained, without salt",50,9.2,2.95,0.27,0
11226,6,"Jerusalem-artichokes, raw",73,17.44,2,0.01,1.6
11228,6,"Jew's ear, (pepeao), raw",25,6.75,0.48,0.04,0
11230,6,"Pepeao, dried",298,81.03,4.82,0.44,0
11231,6,"Jute, potherb, raw",34,5.8,4.65,0.25,0
11232,6,"Jute, potherb, cooked, boiled, drained, without salt",37,7.29,3.68,0.2,2
11233,6,"Kale, raw",49,8.75,4.28,0.93,3.6
11234,6,"Kale, cooked, boiled, drained, without salt",28,5.63,1.9,0.4,2
11235,6,"Kale, frozen, unprepared",28,4.9,2.66,0.46,2
11236,6,"Kale, frozen, cooked, boiled, drained, without salt",30,5.23,2.84,0.49,2
11237,6,"Kanpyo, (dried gourd strips)",258,65.03,8.58,0.56,9.8
11238,6,"Mushrooms, shiitake, raw",34,6.79,2.24,0.49,2.5
11239,6,"Mushrooms, Chanterelle, raw",38,6.86,1.49,0.53,3.8
11240,6,"Mushrooms, morel, raw",31,5.1,3.12,0.57,2.8
11241,6,"Kohlrabi, raw",27,6.2,1.7,0.1,3.6
11242,6,"Kohlrabi, cooked, boiled, drained, without salt",29,6.69,1.8,0.11,1.1
11243,6,"Mushrooms, portabella, grilled",29,4.44,3.28,0.58,2.2
11244,6,"Lambsquarters, raw",43,7.3,4.2,0.8,4
11245,6,"Lambsquarters, cooked, boiled, drained, without salt",32,5,3.2,0.7,2.1
11246,6,"Leeks, (bulb and lower leaf-portion), raw",61,14.15,1.5,0.3,1.8
11247,6,"Leeks, (bulb and lower leaf-portion), cooked, boiled, drained, without salt",31,7.62,0.81,0.2,1
11248,6,"Lentils, sprouted, raw",106,22.14,8.96,0.55,0
11249,6,"Lentils, sprouted, cooked, stir-fried, without salt",101,21.25,8.8,0.45,0
11250,6,"Lettuce, butterhead (includes boston and bibb types), raw",13,2.23,1.35,0.22,1.1
11251,6,"Lettuce, cos or romaine, raw",17,3.29,1.23,0.3,2.1
11252,6,"Lettuce, iceberg (includes crisphead types), raw",14,2.97,0.9,0.14,1.2
11253,6,"Lettuce, green leaf, raw",15,2.87,1.36,0.15,1.3
11254,6,"Lotus root, raw",74,17.23,2.6,0.1,4.9
11255,6,"Lotus root, cooked, boiled, drained, without salt",66,16.02,1.58,0.07,3.1
11257,6,"Lettuce, red leaf, raw",16,2.26,1.33,0.22,0.9
11258,6,"Mountain yam, hawaii, raw",67,16.3,1.34,0.1,2.5
11259,6,"Mountain yam, hawaii, cooked, steamed, without salt",82,20,1.73,0.08,0
11260,6,"Mushrooms, white, raw",22,3.26,3.09,0.34,1
11261,6,"Mushrooms, white, cooked, boiled, drained, without salt",28,5.29,2.17,0.47,2.2
11263,6,"Mushrooms, white, stir-fried",26,4.04,3.58,0.33,1.8
11264,6,"Mushrooms, canned, drained solids",25,5.09,1.87,0.29,2.4
11265,6,"Mushrooms, portabella, raw",22,3.87,2.11,0.35,1.3
11266,6,"Mushrooms, brown, italian, or crimini, raw",22,4.3,2.5,0.1,0.6
11267,6,"Mushrooms, shiitake, stir-fried",39,7.68,3.45,0.35,3.6
11268,6,"Mushrooms, shiitake, dried",296,75.37,9.58,0.99,11.5
11269,6,"Mushrooms, shiitake, cooked, without salt",56,14.39,1.56,0.22,2.1
11270,6,"Mustard greens, raw",27,4.67,2.86,0.42,3.2
11271,6,"Mustard greens, cooked, boiled, drained, without salt",26,4.51,2.56,0.47,2
11272,6,"Mustard greens, frozen, unprepared",20,3.41,2.49,0.27,3.3
11273,6,"Mustard greens, frozen, cooked, boiled, drained, without salt",19,3.11,2.27,0.25,2.8
11274,6,"Mustard spinach, (tendergreen), raw",22,3.9,2.2,0.3,2.8
11275,6,"Mustard spinach, (tendergreen), cooked, boiled, drained, without salt",16,2.8,1.7,0.2,2
11276,6,"New Zealand spinach, raw",14,2.5,1.5,0.2,1.5
11277,6,"New Zealand spinach, cooked, boiled, drained, without salt",12,2.13,1.3,0.17,1.4
11278,6,"Okra, raw",33,7.45,1.93,0.19,3.2
11279,6,"Okra, cooked, boiled, drained, without salt",22,4.51,1.87,0.21,2.5
11280,6,"Okra, frozen, unprepared",30,6.63,1.69,0.25,2.2
11281,6,"Okra, frozen, cooked, boiled, drained, without salt",29,6.41,1.63,0.24,2.1
11282,6,"Onions, raw",40,9.34,1.1,0.1,1.7
11283,6,"Onions, cooked, boiled, drained, without salt",44,10.15,1.36,0.19,1.4
11284,6,"Onions, dehydrated flakes",349,83.28,8.95,0.46,9.2
11285,6,"Onions, canned, solids and liquids",19,4.02,0.85,0.09,1.2
11286,6,"Onions, yellow, sauteed",132,7.86,0.95,10.8,1.7
11287,6,"Onions, frozen, chopped, unprepared",29,6.82,0.79,0.1,1.8
11288,6,"Onions, frozen, chopped, cooked, boiled, drained, without salt",28,6.59,0.77,0.1,1.8
11289,6,"Onions, frozen, whole, unprepared",35,8.45,0.89,0.06,1.7
11290,6,"Onions, frozen, whole, cooked, boiled, drained, without salt",28,6.7,0.71,0.05,1.4
11291,6,"Onions, spring or scallions (includes tops and bulb), raw",32,7.34,1.83,0.19,2.6
11292,6,"Onions, young green, tops only",27,5.74,0.97,0.47,1.8
11293,6,"Onions, welsh, raw",34,6.5,1.9,0.4,2.4
11294,6,"Onions, sweet, raw",32,7.55,0.8,0.08,0.9
11295,6,"Onion rings, breaded, par fried, frozen, unprepared",258,30.53,3.15,14.1,1.8
11296,6,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",276,33.79,4.14,14.3,2.2
11297,6,"Parsley, fresh",36,6.33,2.97,0.79,3.3
11298,6,"Parsnips, raw",75,17.99,1.2,0.3,4.9
11299,6,"Parsnips, cooked, boiled, drained, without salt",71,17.01,1.32,0.3,3.6
11300,6,"Peas, edible-podded, raw",42,7.55,2.8,0.2,2.6
11301,6,"Peas, edible-podded, boiled, drained, without salt",42,7.05,3.27,0.23,2.8
11302,6,"Peas, edible-podded, frozen, unprepared",42,7.2,2.8,0.3,3.1
11303,6,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",52,9.02,3.5,0.38,3.1
11304,6,"Peas, green, raw",81,14.45,5.42,0.4,5.7
11305,6,"Peas, green, cooked, boiled, drained, without salt",84,15.63,5.36,0.22,5.5
11306,6,"Peas, green, canned, regular pack, solids and liquids",58,10.6,3.01,0.48,3.3
11308,6,"Peas, green (includes baby and lesuer types), canned, drained solids, unprepared",68,11.36,4.47,0.8,4.9
11310,6,"Peas, green, canned, seasoned, solids and liquids",50,9.25,3.09,0.27,2
11311,6,"Peas, green, canned, drained solids, rinsed in tap water",71,11.82,4.33,0.95,0
11312,6,"Peas, green, frozen, unprepared",77,13.62,5.22,0.4,4.5
11313,6,"Peas, green, frozen, cooked, boiled, drained, without salt",78,14.26,5.15,0.27,4.5
11316,6,"Peas, mature seeds, sprouted, raw",124,27.11,8.8,0.68,0
11317,6,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",98,17.08,7.05,0.51,0
11318,6,"Peas and carrots, canned, regular pack, solids and liquids",38,8.48,2.17,0.27,2
11322,6,"Peas and carrots, frozen, unprepared",53,11.15,3.4,0.47,3.4
11323,6,"Peas and carrots, frozen, cooked, boiled, drained, without salt",48,10.12,3.09,0.42,3.1
11324,6,"Peas and onions, canned, solids and liquids",51,8.57,3.28,0.38,2.3
11326,6,"Peas and onions, frozen, unprepared",70,13.51,3.98,0.32,3.5
11327,6,"Peas and onions, frozen, cooked, boiled, drained, without salt",45,8.63,2.54,0.2,2.2
11329,6,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",21,5.1,0.9,0.1,1.3
11333,6,"Peppers, sweet, green, raw",20,4.64,0.86,0.17,1.7
11334,6,"Peppers, sweet, green, cooked, boiled, drained, without salt",28,6.7,0.92,0.2,1.2
11335,6,"Peppers, sweet, green, canned, solids and liquids",18,3.9,0.8,0.3,1.2
11337,6,"Peppers, sweet, green, frozen, chopped, unprepared",20,4.45,1.08,0.21,1.6
11338,6,"Peppers, sweet, green, frozen, chopped, boiled, drained, without salt",18,3.9,0.95,0.18,0.9
11339,6,"Peppers, sweet, green, sauteed",127,4.22,0.78,11.85,1.8
11344,6,"Pigeonpeas, immature seeds, raw",136,23.88,7.2,1.64,5.1
11345,6,"Pigeonpeas, immature seeds, cooked, boiled, drained, without salt",111,19.49,5.96,1.36,4.2
11349,6,Poi,112,27.23,0.38,0.14,0.4
11350,6,"Pokeberry shoots, (poke), raw",23,3.7,2.6,0.4,1.7
11351,6,"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",20,3.1,2.3,0.4,1.5
11352,6,"Potatoes, flesh and skin, raw",77,17.49,2.05,0.09,2.1
11353,6,"Potatoes, russet, flesh and skin, raw",79,18.07,2.14,0.08,1.3
11354,6,"Potatoes, white, flesh and skin, raw",69,15.71,1.68,0.1,2.4
11355,6,"Potatoes, red, flesh and skin, raw",70,15.9,1.89,0.14,1.7
11356,6,"Potatoes, Russet, flesh and skin, baked",97,21.44,2.63,0.13,2.3
11357,6,"Potatoes, white, flesh and skin, baked",94,21.08,2.1,0.15,2.1
11358,6,"Potatoes, red, flesh and skin, baked",89,19.59,2.3,0.15,1.8
11359,6,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",150,23.96,2.34,4.99,2
11360,6,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated",166,27.5,2.51,5.13,2.3
11361,6,"Potatoes, roasted, salt added in processing, frozen, unprepared",130,26.15,2.22,1.81,2.6
11362,6,"Potatoes, raw, skin",58,12.44,2.57,0.1,2.5
11363,6,"Potatoes, baked, flesh, without salt",93,21.55,1.96,0.1,1.5
11364,6,"Potatoes, baked, skin, without salt",198,46.06,4.29,0.1,7.9
11365,6,"Potatoes, boiled, cooked in skin, flesh, without salt",87,20.13,1.87,0.1,1.8
11366,6,"Potatoes, boiled, cooked in skin, skin, without salt",78,17.21,2.86,0.1,3.3
11367,6,"Potatoes, boiled, cooked without skin, flesh, without salt",86,20.01,1.71,0.1,1.8
11368,6,"Potatoes, microwaved, cooked in skin, flesh, without salt",100,23.28,2.1,0.1,1.6
11369,6,"Potatoes, microwaved, cooked in skin, skin, without salt",132,29.63,4.39,0.1,5.5
11370,6,"Potatoes, hash brown, home-prepared",265,35.11,3,12.52,3.2
11371,6,"Potatoes, mashed, home-prepared, whole milk and margarine added",113,16.94,1.96,4.2,1.5
11372,6,"Potatoes, scalloped, home-prepared with butter",88,10.78,2.87,3.68,1.9
11373,6,"Potatoes, au gratin, home-prepared from recipe using butter",132,11.27,5.06,7.59,1.8
11374,6,"Potatoes, canned, solids and liquids",44,9.89,1.2,0.11,1.4
11376,6,"Potatoes, canned, drained solids",60,13.61,1.41,0.21,2.3
11378,6,"Potatoes, mashed, dehydrated, flakes without milk, dry form",354,81.17,8.34,0.41,6.6
11379,6,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",97,10.87,1.77,5.13,0.8
11380,6,"Potatoes, mashed, dehydrated, granules without milk, dry form",372,85.51,8.22,0.54,7.1
11381,6,"Potatoes, mashed, dehydrated, prepared from granules without milk, whole milk and butter added",108,14.36,2.05,4.96,2.2
11382,6,"Potatoes, mashed, dehydrated, granules with milk, dry form",357,77.7,10.9,1.1,6.6
11383,6,"Potatoes, mashed, dehydrated, prepared from granules with milk, water and margarine added",116,16.13,2.13,4.8,1.3
11384,6,"Potatoes, au gratin, dry mix, unprepared",314,74.31,8.9,3.7,4.1
11385,6,"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",93,12.84,2.3,4.12,0.9
11386,6,"Potatoes, scalloped, dry mix, unprepared",358,73.93,7.77,4.59,8.6
11387,6,"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",93,12.77,2.12,4.3,1.1
11390,6,"Potatoes, hash brown, frozen, plain, unprepared",82,17.72,2.06,0.62,1.4
11391,6,"Potatoes, hash brown, frozen, plain, prepared, pan fried in canola oil",219,28.51,2.65,11.59,3.2
11392,6,"Potatoes, hash brown, frozen, with butter sauce, unprepared",135,18.28,1.87,6.66,2.9
11393,6,"Potatoes, hash brown, frozen, with butter sauce, prepared",178,24.13,2.46,8.79,3.8
11394,6,"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased",167,25.59,2.16,6.24,2.3
11395,6,"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated",199,31.66,2.9,6.76,2.8
11396,6,"Potatoes, o'brien, frozen, unprepared",76,17.47,1.83,0.14,1.9
11397,6,"Potatoes, o'brien, frozen, prepared",204,21.86,2.22,13.21,1.7
11398,6,"Potato puffs, frozen, unprepared",178,24.8,1.93,8.71,2.3
11399,6,"Potato puffs, frozen, oven-heated",192,27.29,2.13,9.05,2
11400,6,"Potatoes, frozen, whole, unprepared",78,17.47,2.38,0.16,1.2
11401,6,"Potatoes, frozen, whole, cooked, boiled, drained, without salt",65,14.52,1.98,0.13,1.4
11402,6,"Potatoes, french fried, all types, salt added in processing, frozen, unprepared",147,24.81,2.24,4.66,1.9
11403,6,"Potatoes, french fried, all types, salt added in processing, frozen, home-prepared, oven heated",158,25.55,2.75,5.48,2
11406,6,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",153,23.98,2.42,5.78,3
11407,6,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, oven-heated",218,34.03,3.44,8.2,3.2
11408,6,"Potatoes, frozen, french fried, par fried, extruded, unprepared",260,30.15,2.83,14.95,2.9
11409,6,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",333,39.68,3.55,18.71,3.2
11410,6,"USDA Commodity, Potato wedges, frozen",123,25.5,2.7,2.2,2
11411,6,"Potatoes, french fried, steak fries, salt added in processing, frozen, as purchased",133,23.51,2.19,3.39,1.9
11412,6,"Potatoes, french fried, steak fries, salt added in processing, frozen, oven-heated",152,26.98,2.57,3.76,2.6
11413,6,Potato flour,357,83.1,6.9,0.34,5.9
11414,6,"Potato salad, home-prepared",143,11.17,2.68,8.2,1.3
11416,6,"Pumpkin flowers, raw",15,3.28,1.03,0.07,0
11417,6,"Pumpkin flowers, cooked, boiled, drained, without salt",15,3.3,1.09,0.08,0.9
11418,6,"Pumpkin leaves, raw",19,2.33,3.15,0.4,0
11419,6,"Pumpkin leaves, cooked, boiled, drained, without salt",21,3.39,2.72,0.22,2.7
11422,6,"Pumpkin, raw",26,6.5,1,0.1,0.5
11423,6,"Pumpkin, cooked, boiled, drained, without salt",20,4.9,0.72,0.07,1.1
11424,6,"Pumpkin, canned, without salt",34,8.09,1.1,0.28,2.9
11426,6,"Pumpkin pie mix, canned",104,26.39,1.09,0.13,8.3
11427,6,"Purslane, raw",20,3.39,2.03,0.36,0
11428,6,"Purslane, cooked, boiled, drained, without salt",18,3.55,1.49,0.19,0
11429,6,"Radishes, raw",16,3.4,0.68,0.1,1.6
11430,6,"Radishes, oriental, raw",18,4.1,0.6,0.1,1.6
11431,6,"Radishes, oriental, cooked, boiled, drained, without salt",17,3.43,0.67,0.24,1.6
